id,well_definedness_level,importance,novelty,proof_difficulty,disproof_difficulty,proven,disproven,first_submission_time,completed_by_ai
00000000330,5,3,3,3,5,false,false,,false
00000000331,5,3,3,2,2,false,false,,false
00000000332,3,2,3,2,3,false,false,,false
00000000333,5,3,3,3,5,false,false,,false
00000000334,4,4,3,4,4,false,false,,false
00000000335,4,3,3,2,3,false,false,,false
00000000336,3,3,3,2,3,false,false,,false
00000000337,2,2,3,2,2,false,false,,false
00000000338,2,2,3,2,4,false,false,,false
00000000339,4,3,3,2,2,false,false,,false
00000000340,4,2,3,2,2,false,false,,false
00000000341,1,1,3,1,2,false,false,,false
00000000342,2,2,3,2,4,false,false,,false
00000000343,4,2,3,2,2,false,false,,false
00000000344,4,2,3,2,4,false,false,,false
00000000345,2,2,3,1,1,false,false,,false
00000000346,4,2,3,3,4,false,false,,false
00000000347,3,2,3,2,3,false,false,,false
00000000348,4,2,3,2,3,false,false,,false
00000000349,2,2,3,2,5,false,false,,false
00000000350,3,2,3,2,2,false,false,,false
00000000351,2,2,3,2,3,false,false,,false
00000000352,4,2,3,1,1,false,false,,false
00000000353,4,2,3,2,4,false,false,,false
00000000354,3,2,3,2,4,false,false,,false
00000000355,3,2,3,2,4,false,false,,false
00000000356,3,2,3,2,2,false,false,,false
00000000357,3,2,3,2,3,false,false,,false
00000000358,3,2,3,3,3,false,false,,false
00000000359,4,3,2,1,2,false,false,,false
00000000360,5,3,3,1,1,false,false,,false
00000000361,3,2,3,2,2,false,false,,false
00000000362,3,2,3,1,1,false,false,,false
00000000363,3,2,3,2,2,false,false,,false
00000000364,2,2,3,2,5,false,false,,false
00000000365,5,3,3,2,4,false,false,,false
00000000366,3,5,3,4,2,false,false,,false
00000000367,3,2,3,2,4,false,false,,false
00000000368,3,2,3,2,5,false,false,,false
00000000369,3,2,3,2,5,false,false,,false
00000000370,3,2,3,2,4,false,false,,false
00000000371,4,2,3,2,4,false,false,,false
00000000372,4,2,3,2,3,false,false,,false
00000000373,3,3,2,2,4,false,false,,false
00000000374,5,2,3,2,2,false,false,,false
00000000375,3,2,3,2,4,false,false,,false
00000000376,3,2,3,2,3,false,false,,false
00000000377,3,4,3,3,2,false,false,,false
00000000378,4,4,3,4,4,false,false,,false
00000000379,5,3,3,2,2,false,false,,false
00000000380,3,2,3,2,4,false,false,,false
00000000381,4,3,3,2,3,false,false,,false
00000000382,3,2,3,2,3,false,false,,false
00000000383,3,2,3,2,3,false,false,,false
00000000384,2,2,3,2,3,false,false,,false
00000000385,5,3,3,2,4,false,false,,false
00000000386,5,4,3,4,3,false,false,,false
00000000387,4,2,1,2,3,false,false,,false
00000000388,5,2,3,2,3,false,false,,false
00000000389,2,2,1,2,4,false,false,,false
00000000390,3,2,3,2,2,false,false,,false
00000000391,3,3,3,3,2,false,false,,false
00000000392,1,2,2,2,3,false,false,,false
00000000393,4,2,1,2,3,false,false,,false
00000000394,3,3,3,3,3,false,false,,false
00000000395,2,2,3,2,2,false,false,,false
00000000396,5,3,3,3,4,false,false,,false
00000000397,3,2,3,2,5,false,false,,false
00000000398,3,2,3,2,3,false,false,,false
00000000399,3,2,3,2,4,false,false,,false
00000000400,3,2,3,1,2,false,false,,false
00000000401,5,3,3,2,4,false,false,,false
00000000402,4,3,3,2,3,false,false,,false
00000000403,1,1,3,2,4,false,false,,false
00000000404,5,2,3,2,3,false,false,,false
00000000405,2,2,3,2,3,false,false,,false
00000000406,3,2,3,2,3,false,false,,false
00000000407,4,3,3,3,5,false,false,,false
00000000408,5,2,3,1,1,false,false,,false
00000000409,3,2,3,2,2,false,false,,false
00000000410,3,4,3,3,3,false,false,,false
00000000411,3,2,3,2,2,false,false,,false
00000000412,3,3,2,2,2,false,false,,false
00000000413,5,3,3,2,4,false,false,,false
00000000414,3,3,3,3,2,false,false,,false
00000000415,3,3,3,2,4,false,false,,false
00000000416,5,3,3,1,1,false,false,,false
00000000417,3,2,2,2,4,false,false,,false
00000000418,5,4,3,2,1,false,false,,false
00000000419,3,2,3,1,3,false,false,,false
00000000420,3,2,3,2,4,false,false,,false
00000000421,3,2,3,2,5,false,false,,false
00000000422,3,2,3,2,5,false,false,,false
00000000423,3,2,3,2,4,false,false,,false
00000000424,3,2,3,2,4,false,false,,false
00000000425,3,4,3,3,4,false,false,,false
00000000426,5,3,3,2,3,false,false,,false
00000000427,5,4,3,3,2,false,false,,false
00000000428,3,3,3,3,4,false,false,,false
00000000429,3,2,3,2,3,false,false,,false
00000000430,5,4,3,4,5,false,false,,false
00000000431,5,4,2,2,2,false,false,,false
00000000432,5,3,3,3,4,false,false,,false
00000000433,3,3,3,3,2,false,false,,false
00000000434,3,3,3,3,5,false,false,,false
00000000435,5,4,3,2,1,false,false,,false
00000000436,3,4,2,3,5,false,false,,false
00000000437,3,2,3,1,2,false,false,,false
00000000438,5,3,3,1,1,false,false,,false
00000000439,3,2,3,2,2,false,false,,false
00000000440,4,2,3,2,3,false,false,,false
00000000441,3,2,3,2,4,false,false,,false
00000000442,5,3,3,2,4,false,false,,false
00000000443,5,3,3,2,2,false,false,,false
00000000444,3,4,3,4,4,false,false,,false
00000000445,4,3,3,1,1,false,false,,false
00000000446,4,3,3,1,1,false,false,,false
00000000447,3,3,3,3,2,false,false,,false
00000000448,3,2,3,2,4,false,false,,false
00000000449,3,3,2,3,3,false,false,,false
00000000450,5,2,3,1,2,false,false,,false
00000000451,3,4,2,2,2,false,false,,false
00000000452,3,3,3,3,4,false,false,,false
00000000453,5,2,3,2,3,false,false,,false
00000000454,3,3,3,3,3,false,false,,false
00000000455,3,2,3,2,5,false,false,,false
00000000456,5,2,2,2,3,false,false,,false
00000000457,3,2,3,2,4,false,false,,false
00000000458,3,3,3,3,3,false,false,,false
00000000459,5,2,3,2,3,false,false,,false
00000000460,5,4,2,3,5,false,false,,false
00000000461,3,2,3,2,3,false,false,,false
00000000462,3,2,3,2,4,false,false,,false
00000000463,2,2,3,1,2,false,false,,false
00000000464,3,2,3,2,3,false,false,,false
00000000465,3,2,2,2,2,false,false,,false
00000000466,3,2,3,2,3,false,false,,false
00000000467,3,2,3,2,4,false,false,,false
00000000468,3,3,3,2,3,false,false,,false
00000000469,3,2,3,2,4,false,false,,false
00000000470,3,2,3,2,4,false,false,,false
00000000471,3,3,1,1,1,false,false,,false
00000000472,4,3,3,2,4,false,false,,false
00000000473,3,2,3,2,3,false,false,,false
00000000474,3,2,3,1,3,false,false,,false
00000000475,4,3,3,1,1,false,false,,false
00000000476,3,2,3,2,3,false,false,,false
00000000477,3,2,3,2,4,false,false,,false
00000000478,2,3,1,2,4,false,false,,false
00000000479,3,2,3,1,1,false,false,,false
00000000480,3,2,3,2,4,false,false,,false
00000000481,3,2,3,2,3,false,false,,false
00000000482,3,2,3,2,3,false,false,,false
00000000483,3,2,3,2,4,false,false,,false
00000000484,3,2,3,2,5,false,false,,false
00000000485,3,2,3,2,3,false,false,,false
00000000486,2,2,3,2,4,false,false,,false
00000000487,3,3,3,3,4,false,false,,false
00000000488,3,2,3,2,3,false,false,,false
00000000489,3,2,3,2,4,false,false,,false
00000000490,3,2,3,2,3,false,false,,false
00000000491,5,3,3,2,4,false,false,,false
00000000492,3,2,3,2,2,false,false,,false
00000000493,3,3,3,3,4,false,false,,false
00000000494,3,3,3,2,3,false,false,,false
00000000495,3,3,3,3,3,false,false,,false
00000000496,5,3,3,2,4,false,false,,false
00000000497,3,2,3,1,3,false,false,,false
00000000498,3,3,3,3,4,false,false,,false
00000000499,4,5,3,5,4,false,false,,false
00000000500,3,3,2,2,4,false,false,,false
00000000501,3,2,3,2,3,false,false,,false
00000000502,5,3,3,2,3,false,false,,false
00000000503,3,2,2,2,2,false,false,,false
00000000504,3,3,2,2,2,false,false,,false
00000000505,4,3,3,2,2,false,false,,false
00000000506,3,2,3,2,3,false,false,,false
00000000507,4,2,3,2,3,false,false,,false
00000000508,3,2,3,2,4,false,false,,false
00000000509,2,3,1,2,4,false,false,,false
00000000510,2,2,3,2,2,false,false,,false
00000000511,5,3,3,1,1,false,false,,false
00000000512,2,2,3,2,4,false,false,,false
00000000513,5,3,3,2,4,false,false,,false
00000000514,3,2,3,2,4,false,false,,false
00000000515,3,2,3,2,3,false,false,,false
00000000516,3,2,3,2,4,false,false,,false
00000000517,3,2,3,2,3,false,false,,false
00000000518,3,2,3,2,4,false,false,,false
00000000519,4,3,3,3,2,false,false,,false
00000000520,3,3,3,2,2,false,false,,false
00000000521,5,3,3,2,2,false,false,,false
00000000522,5,2,3,1,1,false,false,,false
00000000523,3,3,3,3,3,false,false,,false
00000000524,3,2,3,2,2,false,false,,false
00000000525,3,2,3,2,2,false,false,,false
00000000526,3,2,3,2,3,false,false,,false
00000000527,3,3,3,3,2,false,false,,false
00000000528,5,2,3,2,4,false,false,,false
00000000529,3,2,2,2,3,false,false,,false
00000000530,3,4,2,3,3,false,false,,false
00000000531,3,4,2,3,4,false,false,,false
00000000532,4,3,3,2,3,false,false,,false
00000000533,3,3,3,3,4,false,false,,false
00000000534,5,3,3,2,3,false,false,,false
00000000535,3,3,3,3,3,false,false,,false
00000000536,3,4,3,4,3,false,false,,false
00000000537,2,3,1,2,2,false,false,,false
00000000538,5,3,3,2,3,false,false,,false
00000000539,3,2,3,2,4,false,false,,false
00000000540,5,3,3,3,5,false,false,,false
00000000541,3,2,3,2,4,false,false,,false
00000000542,3,3,3,2,2,false,false,,false
00000000543,3,4,2,3,2,false,false,,false
00000000544,5,3,3,3,4,false,false,,false
00000000545,3,2,3,1,1,false,false,,false
00000000546,3,2,3,2,2,false,false,,false
00000000547,3,2,3,2,4,false,false,,false
00000000548,3,2,3,2,3,false,false,,false
00000000549,5,4,3,4,4,false,false,,false
00000000550,3,2,3,2,2,false,false,,false
00000000551,3,2,3,2,3,false,false,,false
00000000552,3,2,3,2,4,false,false,,false
00000000553,3,2,3,2,2,false,false,,false
00000000554,3,2,3,2,4,false,false,,false
00000000555,3,2,3,2,2,false,false,,false
00000000556,3,3,3,3,3,false,false,,false
00000000557,3,3,3,2,3,false,false,,false
00000000558,3,2,3,2,3,false,false,,false
00000000559,3,2,3,1,1,false,false,,false
00000000560,3,2,3,2,4,false,false,,false
00000000561,3,2,3,2,3,false,false,,false
00000000562,3,2,3,2,4,false,false,,false
00000000563,3,2,3,2,2,false,false,,false
00000000564,3,3,3,3,3,false,false,,false
00000000565,2,4,1,3,4,false,false,,false
00000000566,5,3,3,3,5,false,false,,false
00000000567,3,3,3,3,2,false,false,,false
00000000568,3,2,3,1,2,false,false,,false
00000000569,4,3,3,2,3,false,false,,false
00000000570,5,3,2,2,2,false,false,,false
00000000571,3,2,3,2,2,false,false,,false
00000000572,5,3,3,3,3,false,false,,false
00000000573,3,3,3,3,4,false,false,,false
00000000574,3,3,3,3,4,false,false,,false
00000000575,5,4,2,2,2,false,false,,false
00000000576,3,3,3,3,4,false,false,,false
00000000577,3,3,3,3,2,false,false,,false
00000000578,5,4,3,3,2,false,false,,false
00000000579,4,4,3,3,3,false,false,,false
00000000580,3,3,3,3,3,false,false,,false
00000000581,5,3,3,3,3,false,false,,false
00000000582,3,2,3,2,4,false,false,,false
00000000583,3,4,3,4,3,false,false,,false
00000000584,3,3,3,3,5,false,false,,false
00000000585,5,3,3,2,2,false,false,,false
00000000586,3,3,3,3,3,false,false,,false
00000000587,3,2,3,1,1,false,false,,false
00000000588,3,2,3,2,3,false,false,,false
00000000589,3,2,3,2,3,false,false,,false
00000000590,3,2,3,2,2,false,false,,false
00000000591,3,2,3,2,3,false,false,,false
00000000592,2,2,3,1,1,false,false,,false
00000000593,3,3,2,2,3,false,false,,false
00000000594,3,4,3,4,2,false,false,,false
00000000595,3,3,3,3,5,false,false,,false
00000000596,3,2,3,2,2,false,false,,false
00000000597,3,3,3,3,2,false,false,,false
00000000598,3,4,2,3,4,false,false,,false
00000000599,5,2,3,2,3,false,false,,false
00000000600,3,3,3,3,4,false,false,,false
00000000601,5,4,3,4,3,false,false,,false
00000000602,5,4,3,4,3,false,false,,false
00000000603,3,3,3,3,3,false,false,,false
00000000604,3,3,3,3,3,false,false,,false
00000000605,3,3,3,3,5,false,false,,false
00000000606,5,3,3,3,3,false,false,,false
00000000607,3,3,3,3,3,false,false,,false
00000000608,3,4,2,3,4,false,false,,false
00000000609,1,3,1,3,4,false,false,,false
00000000610,5,4,3,4,3,false,false,,false
00000000611,3,4,3,4,3,false,false,,false
00000000612,3,4,2,3,3,false,false,,false
00000000613,5,4,3,4,4,false,false,,false
00000000614,3,4,2,3,3,false,false,,false
00000000615,1,4,1,4,3,false,false,,false
00000000616,3,4,2,3,4,false,false,,false
00000000617,3,3,3,3,2,false,false,,false
00000000618,3,4,3,4,3,false,false,,false
00000000619,4,4,2,3,3,false,false,,false
00000000620,5,4,3,4,2,false,false,,false
00000000621,3,4,3,4,4,false,false,,false
00000000622,3,3,3,3,3,false,false,,false
00000000623,2,3,3,3,5,false,false,,false
00000000624,5,4,3,3,1,false,false,,false
00000000625,5,4,3,3,2,false,false,,false
00000000626,3,4,3,3,2,false,false,,false
00000000627,4,3,3,3,2,false,false,,false
00000000628,5,4,3,4,4,false,false,,false
00000000629,3,3,2,2,4,false,false,,false
00000000630,3,3,3,3,3,false,false,,false
00000000631,3,3,3,3,4,false,false,,false
